datetime_sk,sales_day,sales_hour,sales_hour_category
1/1/2024,Monday,18,DayPerson
1/1/2024,Monday,18,DayPerson
1/1/2024,Monday,18,DayPerson
1/1/2024,Monday,18,DayPerson
1/1/2024,Monday,18,DayPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,19,NightPerson
1/1/2024,Monday,20,NightPerson
1/1/2024,Monday,20,NightPerson
1/1/2024,Monday,20,NightPerson
1/1/2024,Monday,20,NightPerson
1/1/2024,Monday,20,NightPerson
1/1/2024,Monday,20,NightPerson
1/1/2024,Monday,20,NightPerson
1/1/2024,Monday,20,NightPerson
1/1/2024,Monday,20,NightPerson
1/1/2024,Monday,20,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,21,NightPerson
1/1/2024,Monday,22,NightPerson
1/1/2024,Monday,22,NightPerson
1/1/2024,Monday,22,NightPerson
1/1/2024,Monday,22,NightPerson
1/1/2024,Monday,22,NightPerson
1/1/2024,Monday,22,NightPerson
1/1/2024,Monday,22,NightPerson
1/1/2024,Monday,22,NightPerson
1/1/2024,Monday,22,NightPerson
1/1/2024,Monday,23,NightPerson
1/1/2024,Monday,23,NightPerson
1/1/2024,Monday,23,NightPerson
1/1/2024,Monday,23,NightPerson
1/1/2024,Monday,23,NightPerson
1/1/2024,Monday,23,NightPerson
1/1/2024,Monday,23,NightPerson
1/1/2024,Monday,23,NightPerson
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,0,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,1,NightOwls
1/2/2024,Tuesday,2,NightOwls
1/2/2024,Tuesday,2,NightOwls
1/2/2024,Tuesday,2,NightOwls
1/2/2024,Tuesday,2,NightOwls
1/2/2024,Tuesday,2,NightOwls
1/2/2024,Tuesday,2,NightOwls
1/2/2024,Tuesday,2,NightOwls
1/2/2024,Tuesday,2,NightOwls
1/2/2024,Tuesday,2,NightOwls
1/2/2024,Tuesday,2,NightOwls
1/2/2024,Tuesday,3,NightOwls
1/2/2024,Tuesday,3,NightOwls
1/2/2024,Tuesday,3,NightOwls
1/2/2024,Tuesday,3,NightOwls
1/2/2024,Tuesday,3,NightOwls
1/2/2024,Tuesday,3,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,4,NightOwls
1/2/2024,Tuesday,5,NightOwls
1/2/2024,Tuesday,5,NightOwls
1/2/2024,Tuesday,5,NightOwls
1/2/2024,Tuesday,5,NightOwls
1/2/2024,Tuesday,5,NightOwls
1/2/2024,Tuesday,5,NightOwls
1/2/2024,Tuesday,5,NightOwls
1/2/2024,Tuesday,5,NightOwls
1/2/2024,Tuesday,5,NightOwls
1/2/2024,Tuesday,6,NightOwls
1/2/2024,Tuesday,6,NightOwls
1/2/2024,Tuesday,6,NightOwls
1/2/2024,Tuesday,6,NightOwls
1/2/2024,Tuesday,6,NightOwls
1/2/2024,Tuesday,6,NightOwls
1/2/2024,Tuesday,6,NightOwls
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,7,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,8,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,9,EarlyBird
1/2/2024,Tuesday,10,EarlyBird
1/2/2024,Tuesday,10,EarlyBird
1/2/2024,Tuesday,10,EarlyBird
1/2/2024,Tuesday,10,EarlyBird
1/2/2024,Tuesday,10,EarlyBird
1/2/2024,Tuesday,10,EarlyBird
1/2/2024,Tuesday,10,EarlyBird
1/2/2024,Tuesday,11,EarlyBird
1/2/2024,Tuesday,11,EarlyBird
1/2/2024,Tuesday,11,EarlyBird
1/2/2024,Tuesday,11,EarlyBird
1/2/2024,Tuesday,11,EarlyBird
1/2/2024,Tuesday,11,EarlyBird
1/2/2024,Tuesday,11,EarlyBird
1/2/2024,Tuesday,11,EarlyBird
1/2/2024,Tuesday,12,EarlyBird
1/2/2024,Tuesday,12,EarlyBird
1/2/2024,Tuesday,12,EarlyBird
1/2/2024,Tuesday,12,EarlyBird
1/2/2024,Tuesday,12,EarlyBird
1/2/2024,Tuesday,12,EarlyBird
1/2/2024,Tuesday,12,EarlyBird
1/2/2024,Tuesday,12,EarlyBird
1/2/2024,Tuesday,12,EarlyBird
1/2/2024,Tuesday,12,EarlyBird
1/2/2024,Tuesday,13,DayPerson
1/2/2024,Tuesday,13,DayPerson
1/2/2024,Tuesday,13,DayPerson
1/2/2024,Tuesday,13,DayPerson
1/2/2024,Tuesday,13,DayPerson
1/2/2024,Tuesday,13,DayPerson
1/2/2024,Tuesday,13,DayPerson
1/2/2024,Tuesday,13,DayPerson
1/2/2024,Tuesday,13,DayPerson
1/2/2024,Tuesday,13,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,14,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,15,DayPerson
1/2/2024,Tuesday,16,DayPerson
1/2/2024,Tuesday,16,DayPerson
1/2/2024,Tuesday,16,DayPerson
1/2/2024,Tuesday,16,DayPerson
1/2/2024,Tuesday,16,DayPerson
1/2/2024,Tuesday,16,DayPerson
1/2/2024,Tuesday,16,DayPerson
1/2/2024,Tuesday,16,DayPerson
1/2/2024,Tuesday,16,DayPerson
1/2/2024,Tuesday,17,DayPerson
1/2/2024,Tuesday,17,DayPerson
1/2/2024,Tuesday,17,DayPerson
1/2/2024,Tuesday,17,DayPerson
1/2/2024,Tuesday,17,DayPerson
1/2/2024,Tuesday,17,DayPerson
1/2/2024,Tuesday,17,DayPerson
1/2/2024,Tuesday,17,DayPerson
1/2/2024,Tuesday,17,DayPerson
1/2/2024,Tuesday,17,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,18,DayPerson
1/2/2024,Tuesday,19,NightPerson
1/2/2024,Tuesday,19,NightPerson
1/2/2024,Tuesday,19,NightPerson
1/2/2024,Tuesday,19,NightPerson
1/2/2024,Tuesday,19,NightPerson
1/2/2024,Tuesday,20,NightPerson
1/2/2024,Tuesday,20,NightPerson
1/2/2024,Tuesday,20,NightPerson
1/2/2024,Tuesday,20,NightPerson
1/2/2024,Tuesday,20,NightPerson
1/2/2024,Tuesday,20,NightPerson
1/2/2024,Tuesday,20,NightPerson
1/2/2024,Tuesday,20,NightPerson
1/2/2024,Tuesday,20,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,21,NightPerson
1/2/2024,Tuesday,22,NightPerson
1/2/2024,Tuesday,22,NightPerson
1/2/2024,Tuesday,22,NightPerson
1/2/2024,Tuesday,22,NightPerson
1/2/2024,Tuesday,22,NightPerson
1/2/2024,Tuesday,22,NightPerson
1/2/2024,Tuesday,22,NightPerson
1/2/2024,Tuesday,22,NightPerson
1/2/2024,Tuesday,22,NightPerson
1/2/2024,Tuesday,22,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/2/2024,Tuesday,23,NightPerson
1/3/2024,Wednesday,0,NightOwls
1/3/2024,Wednesday,0,NightOwls
1/3/2024,Wednesday,0,NightOwls
1/3/2024,Wednesday,0,NightOwls
1/3/2024,Wednesday,0,NightOwls
1/3/2024,Wednesday,0,NightOwls
1/3/2024,Wednesday,0,NightOwls
1/3/2024,Wednesday,0,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,1,NightOwls
1/3/2024,Wednesday,2,NightOwls
1/3/2024,Wednesday,2,NightOwls
1/3/2024,Wednesday,2,NightOwls
1/3/2024,Wednesday,2,NightOwls
1/3/2024,Wednesday,2,NightOwls
1/3/2024,Wednesday,2,NightOwls
1/3/2024,Wednesday,2,NightOwls
1/3/2024,Wednesday,2,NightOwls
1/3/2024,Wednesday,2,NightOwls
1/3/2024,Wednesday,2,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,3,NightOwls
1/3/2024,Wednesday,4,NightOwls
1/3/2024,Wednesday,4,NightOwls
1/3/2024,Wednesday,4,NightOwls
1/3/2024,Wednesday,4,NightOwls
1/3/2024,Wednesday,4,NightOwls
1/3/2024,Wednesday,4,NightOwls
1/3/2024,Wednesday,4,NightOwls
1/3/2024,Wednesday,4,NightOwls
1/3/2024,Wednesday,4,NightOwls
1/3/2024,Wednesday,4,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,5,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,6,NightOwls
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,7,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,8,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,9,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,10,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,11,EarlyBird
1/3/2024,Wednesday,12,EarlyBird
1/3/2024,Wednesday,12,EarlyBird
1/3/2024,Wednesday,12,EarlyBird
1/3/2024,Wednesday,12,EarlyBird
1/3/2024,Wednesday,13,DayPerson
1/3/2024,Wednesday,13,DayPerson
1/3/2024,Wednesday,13,DayPerson
1/3/2024,Wednesday,13,DayPerson
1/3/2024,Wednesday,13,DayPerson
1/3/2024,Wednesday,13,DayPerson
1/3/2024,Wednesday,13,DayPerson
1/3/2024,Wednesday,13,DayPerson
1/3/2024,Wednesday,13,DayPerson
1/3/2024,Wednesday,13,DayPerson
1/3/2024,Wednesday,13,DayPerson
